gender,age,job,marital,education,default,housing,loan,contact,term_deposit
male,41,admin.,single,high.school,no,no,no,telephone,no
male,56,blue-collar,married,basic.4y,no,no,no,telephone,no
male,52,services,married,university.degree,no,yes,yes,telephone,no
male,51,unemployed,married,high.school,yes,yes,no,telephone,no
male,32,blue-collar,married,basic.9y,no,no,no,telephone,no
female,33,blue-collar,married,basic.6y,yes,no,no,telephone,no
female,49,management,divorced,high.school,yes,no,no,telephone,no
male,29,self-employed,married,university.degree,yes,yes,no,telephone,no
female,35,blue-collar,married,basic.6y,yes,no,no,telephone,no
female,25,self-employed,married,professional.course,no,yes,no,telephone,no
male,47,blue-collar,married,basic.4y,yes,yes,yes,telephone,no
female,45,blue-collar,married,basic.4y,no,no,no,telephone,no
male,56,admin.,married,high.school,no,yes,no,telephone,no
male,43,technician,single,professional.course,no,yes,no,telephone,no
male,57,self-employed,married,basic.4y,no,no,no,telephone,no
male,47,blue-collar,married,basic.9y,yes,no,no,telephone,no
male,45,entrepreneur,married,basic.6y,no,no,no,telephone,no
female,45,blue-collar,married,basic.9y,no,no,no,telephone,no
male,40,blue-collar,married,basic.4y,yes,no,no,telephone,no
male,36,unemployed,single,university.degree,no,yes,no,telephone,no
female,41,blue-collar,married,basic.9y,no,yes,no,telephone,no
female,45,entrepreneur,married,high.school,no,yes,no,telephone,no
female,38,admin.,married,university.degree,no,yes,no,telephone,no
female,49,admin.,divorced,university.degree,no,no,no,telephone,no
female,53,blue-collar,married,basic.9y,yes,no,no,telephone,no
female,37,blue-collar,single,basic.9y,no,no,no,telephone,no
female,43,services,married,high.school,no,yes,no,telephone,no
male,29,admin.,single,university.degree,no,yes,yes,telephone,no
female,39,technician,married,professional.course,no,yes,no,telephone,no
male,34,admin.,single,high.school,no,yes,yes,telephone,no
male,57,retired,single,high.school,no,no,no,telephone,no
female,30,services,married,unknown,no,yes,no,telephone,no
male,28,services,married,high.school,no,no,no,telephone,no
female,35,blue-collar,single,unknown,no,no,no,telephone,no
male,28,technician,single,university.degree,yes,no,no,telephone,no
female,46,blue-collar,married,basic.9y,no,no,no,telephone,no
male,31,housemaid,married,basic.4y,yes,yes,no,telephone,no
female,59,retired,married,professional.course,yes,yes,no,telephone,no
female,39,blue-collar,married,basic.4y,yes,yes,no,telephone,no
male,36,technician,married,high.school,no,yes,no,telephone,no
female,33,services,single,basic.6y,no,yes,yes,telephone,no
male,41,technician,married,professional.course,yes,yes,no,telephone,yes
female,40,services,divorced,unknown,no,yes,yes,telephone,no
male,28,admin.,single,university.degree,no,no,no,telephone,no
male,30,services,married,high.school,no,yes,no,telephone,no
female,25,blue-collar,single,basic.4y,no,no,no,telephone,no
male,45,blue-collar,married,basic.9y,yes,no,no,telephone,no
male,40,admin.,single,university.degree,no,no,yes,telephone,no
male,37,admin.,married,university.degree,yes,yes,no,telephone,no
male,45,blue-collar,married,basic.4y,yes,no,no,telephone,no
male,49,blue-collar,divorced,basic.4y,yes,no,no,telephone,no
male,42,blue-collar,married,basic.6y,no,no,no,telephone,no
male,35,admin.,single,high.school,yes,yes,no,telephone,no
male,50,blue-collar,divorced,basic.4y,no,no,no,telephone,no
female,56,blue-collar,divorced,basic.4y,no,yes,no,telephone,no
male,43,blue-collar,married,basic.9y,yes,yes,no,telephone,no
female,35,management,single,unknown,no,yes,yes,telephone,no
male,53,unknown,married,high.school,yes,no,no,telephone,no
male,30,self-employed,single,university.degree,no,no,no,telephone,no
male,32,entrepreneur,married,high.school,yes,no,no,telephone,no
male,32,blue-collar,married,basic.9y,no,no,no,telephone,no
female,40,admin.,married,high.school,yes,no,no,telephone,no
female,38,blue-collar,married,basic.6y,yes,no,no,telephone,no
female,54,housemaid,divorced,unknown,no,yes,no,telephone,no
male,59,technician,married,university.degree,no,no,no,telephone,no
female,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,no
female,40,admin.,married,university.degree,no,no,no,telephone,no
female,27,student,single,high.school,no,yes,no,telephone,no
female,55,retired,divorced,high.school,no,no,no,telephone,no
male,37,admin.,single,university.degree,no,yes,no,telephone,no
male,53,technician,married,unknown,no,yes,no,telephone,no
female,56,management,married,university.degree,no,no,no,telephone,no
female,39,admin.,married,university.degree,no,yes,no,telephone,no
male,29,services,married,high.school,no,yes,no,telephone,no
female,30,student,single,basic.9y,no,no,no,telephone,no
male,31,entrepreneur,married,high.school,no,yes,no,telephone,no
male,42,entrepreneur,married,university.degree,yes,yes,no,telephone,no
male,36,blue-collar,married,basic.6y,no,yes,no,telephone,yes
female,38,admin.,married,university.degree,no,no,no,telephone,no
female,43,technician,married,professional.course,no,no,no,telephone,no
female,41,blue-collar,married,basic.9y,yes,no,no,telephone,no
male,32,admin.,married,high.school,no,yes,no,telephone,no
female,44,technician,married,professional.course,no,no,no,telephone,no
male,39,admin.,single,high.school,no,no,no,telephone,no
female,39,admin.,married,university.degree,no,yes,no,telephone,no
male,40,technician,married,high.school,no,yes,no,telephone,no
male,27,student,single,university.degree,no,no,yes,telephone,no
male,56,retired,married,basic.4y,no,yes,no,telephone,no
male,51,admin.,single,basic.6y,no,no,no,telephone,no
male,43,technician,single,professional.course,no,no,no,telephone,no
male,48,admin.,married,professional.course,yes,yes,no,telephone,no
female,39,admin.,divorced,professional.course,no,yes,yes,telephone,no
male,55,technician,divorced,professional.course,yes,no,no,telephone,yes
male,44,technician,divorced,professional.course,no,no,no,telephone,no
male,42,blue-collar,married,basic.4y,yes,no,no,telephone,no
male,46,blue-collar,married,professional.course,yes,no,no,telephone,no
female,35,technician,married,professional.course,no,yes,no,telephone,no
male,48,blue-collar,divorced,basic.4y,yes,yes,yes,telephone,no
female,56,entrepreneur,married,unknown,yes,no,yes,telephone,no
male,36,blue-collar,married,basic.9y,no,no,no,telephone,no
female,28,admin.,single,university.degree,no,no,no,telephone,no
male,42,admin.,married,basic.6y,no,no,no,telephone,no
male,30,admin.,married,high.school,no,no,no,telephone,no
male,36,entrepreneur,married,high.school,no,no,yes,telephone,no
male,54,blue-collar,married,basic.6y,yes,no,no,telephone,yes
female,53,technician,married,unknown,no,no,no,telephone,no
female,35,services,married,high.school,yes,yes,no,telephone,no
female,38,admin.,single,basic.9y,no,no,no,telephone,no
female,32,management,single,university.degree,no,yes,no,telephone,no
male,45,self-employed,married,professional.course,no,no,yes,telephone,no
male,55,blue-collar,married,basic.4y,no,no,no,telephone,no
female,35,housemaid,single,unknown,no,yes,no,telephone,no
male,31,blue-collar,married,basic.9y,no,yes,no,telephone,no
male,41,services,divorced,basic.9y,no,no,no,telephone,no
female,39,admin.,married,high.school,yes,no,no,telephone,no
female,49,technician,divorced,unknown,no,no,no,telephone,no
female,30,admin.,single,university.degree,no,no,no,telephone,no
female,41,services,married,basic.9y,no,yes,no,telephone,no
male,40,admin.,married,high.school,no,no,no,telephone,no
male,28,management,single,university.degree,no,no,no,telephone,yes
male,47,technician,married,professional.course,no,no,no,telephone,no
female,59,services,married,high.school,no,no,no,telephone,no
male,33,blue-collar,divorced,basic.9y,no,yes,no,telephone,no
female,44,blue-collar,married,basic.9y,yes,no,no,telephone,no
female,38,technician,married,professional.course,no,yes,yes,telephone,no
female,38,services,married,high.school,no,no,no,telephone,no
male,45,services,divorced,high.school,yes,no,no,telephone,no
female,39,admin.,married,university.degree,no,no,no,telephone,no
female,56,entrepreneur,married,university.degree,yes,no,no,telephone,no
female,53,entrepreneur,divorced,unknown,no,yes,no,telephone,no
male,35,technician,married,basic.6y,no,yes,yes,telephone,no
female,38,technician,divorced,professional.course,no,no,no,telephone,no
female,55,self-employed,married,unknown,yes,yes,yes,telephone,no
female,30,technician,married,high.school,no,yes,no,telephone,no
female,48,technician,married,unknown,no,no,no,telephone,no
male,32,admin.,single,university.degree,no,yes,no,telephone,no
male,50,blue-collar,married,basic.4y,yes,no,no,telephone,no
female,32,housemaid,married,high.school,no,no,no,telephone,no
male,43,blue-collar,married,basic.9y,no,yes,no,telephone,no
male,38,technician,single,university.degree,no,no,no,telephone,no
female,50,admin.,married,university.degree,no,no,no,telephone,no
female,49,services,married,high.school,yes,no,no,telephone,no
male,58,entrepreneur,married,university.degree,yes,yes,yes,telephone,no
male,35,blue-collar,married,basic.6y,no,yes,no,telephone,no
male,44,admin.,married,university.degree,no,yes,no,telephone,no
female,41,services,married,unknown,no,no,no,telephone,no
male,50,entrepreneur,married,basic.9y,no,yes,no,telephone,no
female,54,technician,married,university.degree,no,yes,no,telephone,no
male,42,blue-collar,married,basic.6y,no,yes,no,telephone,no
male,31,services,married,high.school,yes,no,yes,telephone,no
male,43,blue-collar,married,basic.4y,yes,no,no,telephone,no
male,58,admin.,single,university.degree,no,no,no,telephone,no
male,35,housemaid,married,high.school,no,no,no,telephone,no
female,59,services,divorced,high.school,no,no,no,telephone,no
male,40,blue-collar,married,basic.4y,no,yes,no,telephone,no
male,48,admin.,married,basic.9y,yes,no,no,telephone,no
male,49,admin.,married,university.degree,no,yes,yes,telephone,no
female,59,housemaid,married,high.school,yes,no,no,telephone,no
female,24,blue-collar,married,basic.9y,no,no,yes,telephone,no
male,43,management,married,high.school,no,yes,no,telephone,no
male,36,services,married,high.school,no,yes,yes,telephone,no
female,56,blue-collar,married,basic.4y,no,no,no,telephone,no
female,34,technician,married,professional.course,no,no,no,telephone,no
male,27,admin.,divorced,high.school,no,no,no,telephone,no
male,34,technician,married,professional.course,yes,no,no,telephone,no
male,58,services,married,basic.4y,no,no,no,telephone,no
female,39,unemployed,married,university.degree,no,yes,no,telephone,no
female,46,technician,married,university.degree,yes,no,yes,telephone,yes
female,40,blue-collar,single,basic.4y,no,yes,no,telephone,no
male,49,technician,married,professional.course,no,no,yes,telephone,no
male,42,admin.,single,university.degree,no,no,yes,telephone,no
female,42,blue-collar,married,basic.6y,no,no,no,telephone,no
female,32,technician,married,basic.9y,yes,no,no,telephone,no
male,44,admin.,single,university.degree,yes,no,no,telephone,no
female,52,blue-collar,single,basic.4y,no,yes,no,telephone,no
male,40,blue-collar,married,basic.4y,yes,no,no,telephone,no
female,43,admin.,single,high.school,no,no,no,telephone,no
female,35,blue-collar,married,high.school,no,no,no,telephone,yes
male,54,housemaid,married,basic.4y,yes,no,no,telephone,no
male,35,services,married,basic.9y,no,no,yes,telephone,no
female,34,services,married,high.school,no,no,no,telephone,no
female,22,services,single,basic.4y,no,no,yes,telephone,no
female,42,technician,married,professional.course,yes,no,no,telephone,no
female,33,management,single,university.degree,no,yes,no,telephone,no
female,39,management,married,university.degree,no,no,yes,telephone,no
male,47,blue-collar,married,basic.4y,no,yes,no,telephone,no
female,56,blue-collar,married,basic.4y,yes,no,no,telephone,no
female,49,blue-collar,married,basic.4y,no,no,no,telephone,yes
female,39,entrepreneur,married,high.school,no,yes,no,telephone,no
female,29,services,married,professional.course,yes,no,no,telephone,no
male,55,blue-collar,divorced,basic.4y,yes,no,no,telephone,no
female,34,technician,married,professional.course,no,no,no,telephone,no
male,32,technician,married,university.degree,no,no,no,telephone,no
male,46,entrepreneur,married,professional.course,no,yes,no,telephone,no
male,31,blue-collar,married,basic.9y,no,no,no,telephone,no
male,54,technician,married,university.degree,yes,no,no,telephone,no
male,44,management,divorced,university.degree,no,yes,yes,telephone,no
male,52,blue-collar,married,basic.9y,yes,no,no,telephone,no
male,49,technician,married,professional.course,no,yes,yes,telephone,no
female,35,technician,divorced,professional.course,no,yes,no,telephone,no
male,43,entrepreneur,married,high.school,no,no,no,telephone,yes
male,59,entrepreneur,divorced,high.school,yes,yes,no,telephone,yes
female,36,services,married,high.school,no,yes,yes,telephone,no
male,39,services,single,high.school,no,yes,no,telephone,no
female,36,self-employed,divorced,university.degree,no,yes,no,telephone,no
female,44,admin.,single,university.degree,no,yes,no,telephone,yes
male,44,management,married,high.school,no,yes,no,telephone,no
male,37,blue-collar,married,basic.4y,no,no,yes,telephone,no
male,41,blue-collar,married,basic.4y,no,no,no,telephone,no
male,41,management,married,university.degree,yes,yes,no,telephone,no
female,52,blue-collar,married,basic.4y,yes,yes,no,telephone,no
male,45,blue-collar,single,basic.6y,no,no,no,telephone,no
male,30,technician,single,professional.course,no,yes,yes,telephone,no
male,48,management,married,university.degree,no,yes,no,telephone,no
female,43,blue-collar,married,basic.4y,no,yes,yes,telephone,yes
female,48,blue-collar,married,basic.6y,yes,no,no,telephone,no
male,40,blue-collar,married,unknown,no,no,no,telephone,no
male,29,blue-collar,married,high.school,yes,no,no,telephone,no
female,50,admin.,married,university.degree,yes,yes,no,telephone,no
female,49,blue-collar,married,basic.4y,yes,no,no,telephone,no
male,44,services,married,high.school,no,yes,no,telephone,no
female,49,technician,married,professional.course,no,yes,no,telephone,no
female,38,management,single,university.degree,no,yes,no,telephone,no
male,39,admin.,married,high.school,yes,yes,no,telephone,no
female,43,blue-collar,divorced,basic.9y,no,no,no,telephone,no
male,30,entrepreneur,married,university.degree,yes,yes,no,telephone,no
female,41,admin.,married,basic.9y,yes,yes,no,telephone,no
male,25,admin.,single,high.school,no,yes,no,telephone,yes
female,47,blue-collar,married,basic.4y,no,yes,no,telephone,no
male,54,blue-collar,divorced,unknown,yes,yes,no,telephone,no
male,36,services,married,high.school,no,no,no,telephone,no
